stl,fl,age,sex,year,source,species
144.0,115.0,,m,2009.0,qld,abt
129.0,102.0,,m,2009.0,qld,abt
61.6,,0.0,m,,qld,abt
120.5,98.0,,f,2009.0,qld,abt
62.5,50.1,0.0,f,2009.0,qld,abt
114.0,89.0,,m,2009.0,qld,abt
64.0,,0.0,f,2009.0,qld,abt
62.3,,0.0,m,2009.0,qld,abt
61.6,,0.0,m,2009.0,qld,abt
64.5,,0.0,f,2009.0,qld,abt
62.0,,0.0,m,2009.0,qld,abt
60.3,,0.0,f,2009.0,qld,abt
64.6,,0.0,f,2009.0,qld,abt
60.5,,0.0,m,2009.0,qld,abt
62.4,,0.0,f,2009.0,qld,abt
65.0,,0.0,m,2009.0,qld,abt
64.1,,0.0,f,2009.0,qld,abt
55.5,43.0,,m,2009.0,qld,abt
136.4,110.4,,m,2009.0,qld,abt
62.0,,0.0,nan,2008.0,qld,abt
61.5,48.2,0.0,f,2008.0,qld,abt
60.69418975,47.0,,m,2008.0,qld,abt
111.9777039,89.7,,m,2009.0,qld,abt
110.8967867,88.8,,m,2009.0,qld,abt
60.0,47.0,,m,2008.0,qld,abt
63.0,49.0,,m,2008.0,qld,abt
60.0,46.5,,m,2008.0,qld,abt
64.0,49.5,0.0,f,2008.0,qld,abt
58.5,45.0,0.0,m,2008.0,qld,abt
63.5,49.5,,f,2008.0,qld,abt
60.0,47.0,0.0,f,2008.0,qld,abt
59.0,47.0,0.0,m,2008.0,qld,abt
57.0,44.0,,f,2008.0,qld,abt
60.0,46.0,0.0,f,2008.0,qld,abt
60.0,,0.0,f,2008.0,qld,abt
61.0,47.5,0.0,f,2008.0,qld,abt
62.0,49.0,0.0,f,2008.0,qld,abt
61.0,47.0,,m,2008.0,qld,abt
60.0,47.0,,m,2008.0,qld,abt
62.0,49.0,0.0,m,2008.0,qld,abt
60.5,46.5,,f,2008.0,qld,abt
62.5,49.5,,f,2008.0,qld,abt
60.0,47.5,0.0,m,2008.0,qld,abt
59.0,46.0,,m,2008.0,qld,abt
59.5,46.0,0.0,m,2008.0,qld,abt
62.5,48.0,,m,2008.0,qld,abt
65.0,51.5,,m,2008.0,qld,abt
