Species,Month,Year,Date,Jday,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,Gonad.stage,Run.sperm,MOD,Yolky.ova,Uter.stage,Maturity.Stage,Maternity.Stage,Emb,EmbTL,Embryo,Male.Emb,Female.Emb,Vertebrae,PCL.Vert,AgeAgree,Source
SSS,1,2008,19/12/2008,354,R0196,100,1274,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0997,100,1230,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231635,79,1020,NA,NA,m,NA,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,18/04/2009,108,231634,88,1060,760,NA,m,NA,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,5,2009,18/04/2009,108,231633,81,1120,800,NA,m,NA,94,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,18/04/2009,108,231632,88,1110,800,NA,m,NA,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.417,
SSS,5,2009,18/04/2009,108,231631,81,1040,750,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,5,2009,18/04/2009,108,231629,74.5,990,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,11,2009,16/10/2009,289,272708,60.5,784,550,2.35,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,0.917,
SSS,5,2009,18/04/2009,108,231627,81.5,1070,NA,NA,m,NA,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,10,2009,10/09/2009,253,R0476,84,1060,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231624,80,1030,730,NA,m,NA,96,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,18/04/2009,108,231623,76,985,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,10,2009,10/09/2009,253,R0480,83,1040,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0451,81,960,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0452,84.5,1075,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,231618,72,950,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,5,2009,18/04/2009,108,231612,47,620,421,NA,m,NA,14,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,0.417,
SSS,5,2009,18/04/2009,108,231607,62,810,NA,NA,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,10,2009,10/09/2009,253,R0453,88.5,1090,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0479,NA,1230,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0463,85,1000,NA,NA,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U413,96,1196,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,J0478,98,1270,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0454,78,990,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0455,78,990,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0457,85,1080,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0458,80,1020,NA,NA,m,n,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0459,69,910,NA,NA,m,n,42,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0461,82,1050,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0477,81,1025,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0462,82,995,NA,NA,m,n,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0912,80.5,1010,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0464,86,1050,NA,NA,m,n,86,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0465,80,999,NA,NA,m,n,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14451,78.8,1015,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14452,75,1047,NA,NA,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,9/09/2009,252,R0486,88,1100,NA,NA,m,n,84,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,9/09/2009,252,R0487,98,1220,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0473,83,1075,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0474,78.5,1010,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0475,77.5,995,NA,NA,m,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14446,77.5,974,NA,NA,m,n,71,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2009,21/05/2009,141,R0038,91.6,1157,838,8.8,f,n,NA,NA,NA,NA,6,0,5,1,1,4,177,FALSE,2,2,TRUE,NA,7.5,
SSS,1,2008,1/12/2008,336,R0135,85,1040,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,4,2009,31/03/2009,90,R0843,103.8,1310,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,2/12/2008,337,R0136,72,880,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,2/04/2009,92,R0844,83,965,750,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,14/04/2009,104,R0872,84,1070,770,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,14/04/2009,104,R0873,83.2,1040,750,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,355401,87.3,1119,796,NA,f,n,NA,NA,NA,NA,5,0,5,1,1,3,292.3,FALSE,2,1,FALSE,NA,NA,
SSS,7,2009,15/06/2009,166,R0306,86,1100,NA,NA,m,n,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,345398,87.6,1091,790,8.35,f,n,NA,NA,NA,NA,5,0,5,1,1,4,127,FALSE,2,2,TRUE,NA,5.417,
SSS,5,2009,14/04/2009,104,R0870,99,1240,880,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,14/04/2009,104,R0878,80.7,1030,730,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,24/04/2009,114,R0875,82,1062,740,NA,m,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2009,15/05/2009,135,228208,48,634,433,NA,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,0.5,
SSS,8,2011,20/07/2011,201,J1161,79,1025,NA,4.9,m,n,85,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,NA,
SSS,12,2008,26/11/2008,331,J0043,99,1224,905,10.95,f,n,NA,NA,NA,NA,7,NA,5,1,1,2,400.5,FALSE,NA,NA,TRUE,NA,12,
SSS,6,2009,17/05/2009,137,228231,85,1090,768,NA,m,n,79,y,1,p,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,5.5,
SSS,12,2008,26/11/2008,331,362117,99.5,1260,915,14.45,f,n,NA,NA,NA,NA,10,NA,5,1,1,6,480.8,FALSE,4,2,TRUE,NA,9,
SSS,1,2008,1/12/2008,336,R0134,93.1,1201,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2009,16/05/2009,136,U379,78,991,NA,NA,m,NA,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,17/06/2009,168,R0307,81.5,1040,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,30/06/2009,181,362139,90,1049,825,9.25,f,NA,NA,NA,NA,NA,6,0,5,1,1,3,251.3,FALSE,2,1,TRUE,NA,4.583,
SSS,7,2009,15/06/2009,166,R0305,82,1020,NA,NA,m,n,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,J0198,84,1060,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0155,73,910,NA,NA,m,n,65,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,30/04/2009,120,R0303,94,1130,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,R0313,NA,1050,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,26/06/2009,177,R0096,82.2,1054,NA,5.65,f,n,NA,NA,NA,NA,7,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,7,2009,30/06/2009,181,J0413,95,1190,850,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0154,84,1020,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,30/06/2009,181,R0861,87,1060,750,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,30/06/2009,181,J0020,89.9,1039,825,6.8,f,NA,NA,NA,NA,NA,4,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,4.583,
SSS,8,2009,1/07/2009,182,R0846,83,980,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,R0315,88,1110,790,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0014,77,960,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0139,78,990,NA,NA,m,n,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U393,90.5,1133,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U399,96.6,1203,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U400,96.8,1205,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U402,76.7,976,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,18/07/2009,199,U404,90,1128,NA,NA,m,NA,86,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,108186,74.8,956,680,4.2,f,n,NA,NA,NA,NA,5,0,3,1,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.083,
SSS,8,2009,18/07/2009,199,U407,90,1128,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,5,1,1,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,108185,70.5,920,640,3.6,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.083,
SSS,8,2009,18/07/2009,199,U409,83,1048,NA,NA,m,NA,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,8,2009,2/07/2009,183,J0408,98,1200,860,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2009,20/05/2009,140,J0208,81.5,980,725,NA,m,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,10/09/2009,253,R0478,76,976,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,J0182,86,1070,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,24/04/2009,114,R0876,82,1045,740,NA,m,NA,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,24/04/2009,114,R0877,86,1067,780,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,2,2009,8/01/2009,8,R0164,77.6,970,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,R0682,98,1240,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,R0881,90,1120,830,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,28/04/2009,118,R0888,96,1180,870,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0140,57,745,NA,NA,m,n,17,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,30/04/2009,120,R0322,87,1070,790,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,1/12/2008,336,357244,69.5,910,625,3.5,f,n,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,FALSE,NA,NA,TRUE,NA,2.083,
SSS,2,2009,8/01/2009,8,J0260,100,1250,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,2,2009,8/01/2009,8,J0257,90,1100,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,2,2009,8/01/2009,8,J0258,91,1100,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,354741,77,972,698,5.5,m,n,80,y,3,y,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,3.083,
SSS,1,2008,15/12/2008,350,R0152,86,1010,NA,NA,m,n,81,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,6,2009,20/05/2009,140,J0368,104,1250,900,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,1,2008,15/12/2008,350,R0153,84,1020,NA,NA,m,n,83,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,23/06/2009,174,R0884,80,1060,740,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,7,2009,23/06/2009,174,R0885,81,1060,725,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,30/04/2009,120,J0355,100,1180,890,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,NA,NA,345399,85,1093,772,6.55,f,n,NA,NA,NA,NA,11,1,5,1,1,3,NA,FALSE,NA,NA,TRUE,NA,3.417,
SSS,10,2009,22/09/2009,265,317277,76.4,965,695,5.55,m,n,75,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,317278,76,962,685,5.45,m,n,75,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,317279,79,999,720,6.05,m,n,82,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,317280,83,1042,758,7,m,n,81,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,6.833,
SSS,10,2009,22/09/2009,265,317281,81.8,1028,745,5.95,m,n,76,y,2,n,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,TRUE,NA,4.833,
SSS,11,2009,8/10/2009,281,R0920,82,1040,NA,NA,m,n,65,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0904,90.6,1136,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0915,80.5,1030,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,108055,81.4,1054,745,NA,m,n,84,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,108056,81,1032,744,NA,m,n,76,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0916,80.5,1040,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,108058,82.4,1049,746,NA,m,n,74,y,2,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0917,88,1065,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,8/10/2009,281,R0918,98,1210,NA,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,5/04/2009,95,144199,70.5,913,635,NA,m,n,62,p,2,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,TRUE,NA,2.417,
SSS,10,2009,22/09/2009,265,R0466,87,1055,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14466,85.7,1077,NA,NA,m,n,76,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14455,76.7,980,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0467,87,1060,NA,NA,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0468,82,1030,NA,NA,m,n,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0469,83.5,1000,NA,NA,m,n,78,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0470,87,1030,NA,NA,m,n,NA,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0901,78.5,983,NA,NA,m,n,74,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14462,84,1027,NA,NA,m,n,77,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14463,73.7,938,NA,NA,m,n,66,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,317272,77,980,NA,6.9,m,n,80,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,18/04/2009,108,U341,68,878,NA,NA,m,NA,30,n,NA,NA,NA,NA,NA,0,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0905,81.6,1057,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14467,77.8,996,NA,NA,m,n,75,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14468,76.3,972,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,U14469,81.7,1034,NA,NA,m,n,71,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0910,77,999,NA,NA,m,n,82,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,9,2010,7/08/2010,219,132254,NA,1122,NA,NA,f,n,NA,NA,NA,NA,5,0,5,1,1,2,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0902,102.8,1271,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,10,2009,22/09/2009,265,R0903,101.2,1283,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,5,2009,4/04/2009,94,144201,NA,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,FALSE,NA,NA,TRUE,NA,1.417,
SSS,10,2009,22/09/2009,265,U14464,82.6,1065,NA,NA,m,n,72,y,NA,NA,NA,NA,NA,1,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,27/10/2009,300,R0944,98,1200,NA,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
SSS,11,2009,2/10/2009,275,365173,59,760,530,NA,f,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,
