Source,Species,Date,Month,Year,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,MOD,Yolky.ova,Uter.stage,Emb,EmbTL,Embryo,Sex.Ratio.M.F,PCL.Vert,Lat,Long,LatDeg,LatMin,LonDeg,LonMin,Depth,Depth 1,Depth 2,Reader1,Reader2,AgeAgree,Decision,Readability,Edge Analysis,MIR,MIR Note
NSW2,BTP,9/02/2013,2,2013,189,159,262,140,49,F,,,,,,C,,,FALSE,,,,,30,6,153,19,52.5,49,56,,,,,,,,
NSW2,BTP,8/02/2013,2,2013,198,140,177,125,39.2,M,,105,p,,,,,,FALSE,,,,,30,2,153,21,60,55,65,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,208,134,172,118,24.7,M,,42,n,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,222,162,204,151,51,M,,,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,234,197,247,180,90,M,,189,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,239,197,244,177,87,M,,185,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,240,162,203,151,50,M,,151,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,244,140,180,128,32,M,,62,n,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,245,187,236,169,67,F,,,,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,246,151,190,137,36,F,,,,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,261,160,201,145,53,M,,160,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,7/04/2013,4,2013,262,160,201,145,44,M,,143,y,,,,,,FALSE,,,,,30,1,153,20,55.5,53,58,,,,,,,,
NSW2,BTP,9/04/2013,4,2013,277,160,203,143,46.7,M,,130,y,,,,,,FALSE,,,,,30,0,153,22,61,58,64,,,,,,,,
NSW2,BTP,9/04/2013,4,2013,285,182,226,164,63.5,F,,,,,,F,,,FALSE,,,,,30,0,153,22,61,58,64,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,292,182,224,166,65.9,F,,,,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,294,172,217,154,49.9,M,,,y,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,295,149,190,134,37.3,M,,79,p,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,301,148,185,133,40.4,M,,125,p,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,303,167,212,152,51.9,M,,145,y,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,304,153,191,138,38.5,M,,122,y,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,305,154,196,139,46.2,M,,130,y,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,10/04/2013,4,2013,306,159,200,144,49.8,M,,132,y,,,,,,FALSE,,,,,30,8,153,22,81,78,84,,,,,,,,
NSW2,BTP,14/04/2013,4,2013,326,146,173,125,31,M,,71,p,,,,,,FALSE,,,,,29,60,153,22,57.5,55,60,,,,,,,,
NSW2,BTP,29/04/2013,4,2013,338,155,190,139,46,M,,155,y,,,,,,FALSE,,,,,30,6,153,23,75,70,80,,,,,,,,
NSW2,BTP,29/04/2013,4,2013,341,144,177,132,,M,,52,n,,,,,,FALSE,,,,,30,6,153,23,75,70,80,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,376,156,197,141,40,M,,101,p,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,392,161,203,145,48.6,F,,,,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,394,168,211,151,65.5,M,,131,p,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,396,198,250,181,93,M,,182,y,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,405,205,255,187,104.5,M,,171,y,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,8/05/2013,5,2013,409,157,195,144,46.8,M,,115,p,,,,,,FALSE,,,,,30,30,153,14,76,70,82,,,,,,,,
NSW2,BTP,12/05/2013,5,2013,424,185,221,109,72,M,,172,y,,,,,,FALSE,,,,,30,23,153,16,77,75,79,,,,,,,,
NSW2,BTP,12/05/2013,5,2013,448,162,202,146,45,M,,131,p ,,,,,,FALSE,,,,,30,23,153,16,77,75,79,,,,,,,,
NSW2,BTP,14/05/2013,5,2013,462,167,210,151,54,M,,175,p ,,,,,,FALSE,,,,,29,60,153,22,58.5,56,61,,,,,,,,
NSW2,BTP,14/05/2013,5,2013,465,180,224,163,58,F,,,,,,,,,FALSE,,,,,29,60,153,22,58.5,56,61,,,,,,,,
NSW2,BTP,14/05/2013,5,2013,467,145,187,130,35,F,,,,,,,,,FALSE,,,,,29,60,153,22,58.5,56,61,,,,,,,,
NSW2,BTP,14/05/2013,5,2013,479,161,198,146,50,M,,152,p ,,,,,,FALSE,,,,,29,60,153,22,58.5,56,61,,,,,,,,
NSW2,BTP,14/05/2013,5,2013,487,173,213,157,52,M,,143,p ,,,,,,FALSE,,,,,29,60,153,22,58.5,56,61,,,,,,,,
NSW2,BTP,15/05/2013,5,2013,489,122,157,110,20,M,,43,n,,,,,,FALSE,,,,,29,60,153,24,68,64,72,,,,,,,,
NSW2,BTP,15/05/2013,5,2013,497,132,164,119,,F,,,,,,,,,FALSE,,,,,29,60,153,24,68,64,72,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,523,133,165,119,29,M,,65,n,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,527,126,153,116,19,F,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,530,140,175,127,35,M,,59,n,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,532,112,145,102,16,M,,31,n,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,538,165,205,149,64,M,,165,y,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,539,116,144,104,,M,,32,n,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,540,116,146,105,19,F,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,553,,180,,,,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,555,172,213,156,72.5,M,,173,y,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,556,143,182,129,,F,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,559,,,,,,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,564,112,144,100,,M,,31,n,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,567,171,213,153,59,M,,181,y,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,581,194,241,178,116,M,,178,y,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,594,163,210,147,61,M,,,y,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,595,,,,,,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,5/06/2013,6,2013,597,126,141,115,19,F,,,,,,,,,FALSE,,,,,30,2,153,24,70,69,71,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,605,173,216,156,64,M,,181,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,607,148,186,134,40,M,,71,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,608,114,143,102,25,M,,138,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,620,71,95,64,,M,,20,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,621,172,213,155,65,M,,180,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,622,169,216,152,64,M,,180,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,623,168,211,150,,M,,162,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,627,186,227,169,74,M,,154,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,634,140,179,126,,M,,95,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,636,176,219,159,66,M,,165,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,639,150,191,135,40,M,,81,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,644,161,207,147,66,M,,172,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,646,147,193,133,41,M,,79,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,648,151,189,136,43,M,,72,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,650,153,191,137,45,M,,101,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,653,145,172,129,40,M,,95,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,657,162,203,145,50,M,,111,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,659,171,213,156,59,M,,154,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,665,165,207,150,48,M,,103,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,670,159,199,147,44,M,,105,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,672,186,233,168,86,M,,165,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,673,124,157,112,28,M,,50,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,674,153,191,138,42,M,,103,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,676,159,195,141,50,M,,124,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,677,138,173,122,,M,,55,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,678,132,164,119,25,M,,54,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,679,180,228,163,65,M,,184,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,680,120,151,108,19,M,,32,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,689,129,163,112,,M,,42,n,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,692,143,174,128,32,F,,,,,,A,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,694,167,213,150,55,M,,146,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,695,162,199,147,40,F,,,,,,F,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,696,158,201,142,47,M,,114,p,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
NSW2,BTP,10/06/2013,6,2013,697,192,237,174,82,M,,155,y,,,,,,FALSE,,,,,29,57,153,27,75.5,73,78,,,,,,,,
QLD,ABT,9/11/2013,1,2011,108052,130,160,,,F,,,,12,0,E,3,467,FALSE,42401,,,,,0,,0,,,,9,9,10,,,,,
QLD,ABT,11/11/2013,1,2011,108053,116,144,,,F,,,,10,0,E,1,436,FALSE,1/0,,,,,0,,0,,,,9,8,9,,,,,
QLD,ABT,11/11/2013,1,2011,108054,118.7,148.2,,,F,,,,13,0,F,,,FALSE,,,,,,0,,0,,,,8,8,9,,,,,
QLD,ABT,5/04/2013,4,2009,108057,72.1,91,65.4,,M,n,17,n,,,,,,FALSE,,,19.13175,146.96178,,0,,0,14,,,2,2,2.416666667,,,,,
QLD,ABT,8/02/2013,2,2012,108196,42,53.3,38,0.872,F,p,,,,,A,,,FALSE,,85,,,,0,,0,,,,,,0,,,,,
QLD,ABT,8/02/2013,2,2012,108197,43.8,55.7,39.7,0.957,M,n,9,n,,,,,,FALSE,,87,,,,0,,0,,,,,,,,,,,
QLD,ABT,9/12/2013,0,2009,114041,47.5,59.5,43,1.25,F,y,,,,,A,,,FALSE,,87,,,,0,,0,,,,,,0,,,,,
QLD,ABT,9/12/2013,0,2009,114042,46.8,59.3,42.4,1.2,F,y,,,,,A,,,FALSE,,88,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,9/12/2013,0,2009,114043,47.2,60.2,42.5,1.25,F,y,,,,,A,,,FALSE,,85,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,9/12/2013,0,2009,114044,48.2,61.3,43.8,1.3,M,y,10,n,,,,,,FALSE,,86,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,9/12/2013,0,2009,114045,50,63.3,45.5,1.45,F,y,,,,,A,,,FALSE,,86,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,9/12/2013,0,2009,114046,49.2,62.6,44.5,1.3,F,y,,,,,A,,,FALSE,,86,,,,0,,0,,,,,,0,,,,,
QLD,ABT,9/12/2013,0,2009,114047,48.5,61.9,43.8,1.4,F,y,,,,,A,,,FALSE,,86,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,9/12/2013,0,2009,114048,49,62.5,44.9,1.4,M,y,10,n,,,,,,FALSE,,83,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,16/09/2013,9,2008,122041,,76.8,,,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,,,,,,,,
QLD,ABT,31/05/2013,7,2007,126017,53,67,47.8,1.5,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,0,0,0.666666667,,,,,
QLD,ABT,8/02/2013,2,2012,132260,,58.8,,0.944,M,p,,,,,,,,FALSE,,,,,,0,,0,,,,,,0,,,,,
QLD,ABT,12/03/2013,3,2009,134111,89.8,113.1,81.5,,F,n,,,,,B,,,FALSE,,,19.13101,146.95141,,0,,0,,,,,5,5.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134116,79.7,100.2,72.1,,F,n,,,,,,,,FALSE,,,19.13101,146.95141,,0,,0,,,,3,3,3.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134117,83.3,105.5,75,,M,n,41,n,,,,,,FALSE,,,19.13101,146.95141,,0,,0,,,,,,,,,,,
QLD,ABT,12/03/2013,3,2009,134118,69.2,88.2,62.9,,M,n,16,n,,,,,,FALSE,,,19.13101,146.95141,,0,,0,,,,1,1,1.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134119,119,151,,,F,n,,,12,0,C,,,FALSE,,,19.13101,146.95141,,0,,0,,,,8,8,8.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134120,102,129,,,F,n,,,,,C,,,FALSE,,,19.13101,146.95141,,0,,0,,,,6,6,6.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134121,95,119,,,F,n,,,,,B,,,FALSE,,,19.13101,146.95141,,0,,0,,,,4,6,6.333333333,,,,,
QLD,ABT,12/03/2013,3,2009,134122,108,139,,,F,n,,,30,2,C,4,5,FALSE,,,19.13101,146.95141,,0,,0,,,,7,6,6.333333333,,,,,
QLD,ABT,11/03/2013,3,2009,134133,76.4,97.7,69.2,,M,n,25,n,,,,,,FALSE,,,19.675,146.776616,,0,,0,,,,1,2,2.333333333,,,,,
QLD,ABT,11/03/2013,3,2009,134135,67.5,85.3150806,,,F,n,,,,,A,,,FALSE,,,19.675,146.776616,,0,,0,,,,1,1,1.333333333,,,,,
QLD,ABT,,5,2008,134580,65,81,,,M,n,10,n,,,,,,FALSE,,,,,,0,,0,,,,1,0,1.5,,,,,
QLD,ABT,12/11/2013,1,2007,142745,55.8,70.9,,,M,n,10,n,,,,,,FALSE,,,23.45477,150.93327,,0,,0,2.5,2,3,0,0,1,,,,,
QLD,ABT,12/11/2013,1,2007,142763,55.5,70,,,F,n,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,12/11/2013,1,2007,142763,55.5,70,,,F,n,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,12/11/2013,1,2007,142763,55.5,70,,,F,n,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,12/11/2013,1,2007,142763,55.5,70,,,F,n,,,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,5/04/2013,4,2009,144198,71.2,90.3,64,,M,n,11,n,,,,,,FALSE,,,19.15203,147.1602,,0,,0,13,,,1,2,2.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144205,,89.4,,,M,n,16,n,,,,,,FALSE,,,19.24203,147.13535,,0,,0,18,,,1,1,1.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144206,,67.9,,,M,n,12,n,,,,,,FALSE,,,19.24203,147.13535,,0,,0,18,,,0,0,0.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144209,80.5,101.9,73,,F,n,,,,,A,,,FALSE,,,19.24203,147.13535,,0,,0,18,,,3,3,3.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144210,85.5,109.7,77.5,,M,n,55,n,,,,,,FALSE,,,19.24203,147.13535,,0,,0,18,,,5,5,5.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144216,131,161.5797913,,23.95,F,n,,,10,,E,4,125.8,FALSE,,,19.24038,147.22356,,0,,0,16,,,11,11,11.41666667,,,,,
QLD,ABT,4/04/2013,4,2009,144220,,126.5,,11.95,F,n,,,5,0,C,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,5,6,6.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144221,,115.7,,9,M,n,65,p,,,,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,5,5,5.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144222,,102.5,,5.95,M,n,30,n,,,,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,3,3,3.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144223,,123,,10.9,F,n,,,,,B,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,7,7,7.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144224,95.5,120.9,86.5,10.2,M,n,85,y,,,,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,7,6,6.416666667,,,,,
QLD,ABT,4/04/2013,4,2009,144226,91.3,117.1,83.5,8.8,F,n,,,,2,,,,FALSE,,,19.24038,147.22356,,0,,0,16,,,5,5,5.416666667,,,,,
QLD,ABT,3/04/2013,4,2009,144229,130,160.3787722,,26.15,F,n,,,9,1,E,4,73.3,FALSE,,,19.23146,147.28471,,0,,0,16,,,10,10,10.41666667,,,,,
QLD,ABT,3/04/2013,4,2009,144230,114.5,141.7629767,,19.3,F,n,,,10,0,E,3,130.7,FALSE,,,19.23146,147.28471,,0,,0,16,,,8,7,7.416666667,,,,,
QLD,ABT,3/04/2013,4,2009,144231,116.5,144.1650149,,19.9,F,n,,,,,E,3,102.3,FALSE,,,19.23146,147.28471,,0,,0,16,,,9,8,8.416666667,,,,,
QLD,ABT,3/04/2013,4,2009,144237,139.2,174,128,32.5,F,n,,,14,1,E,7,186,FALSE,,88,19.23933,147.19851,,0,,0,15,,,12,10,10.41666667,,,,,
QLD,ABT,3/04/2013,4,2009,144238,92.4,117.3,83.5,9.5,F,n,,,,,B,,,FALSE,,,19.23933,147.19851,,0,,0,15,,,5,5,5.416666667,,,,,
QLD,ABT,3/04/2013,4,2009,144239,74.6,94,67.2,4.5,F,n,,,,,A,,,FALSE,,,19.23933,147.19851,,0,,0,15,,,1,1,1.416666667,,,,,
QLD,ABT,3/04/2013,4,2009,144240,63,80.8,57.5,2.65,M,n,13,n,,,,,,FALSE,,,19.23933,147.19851,,0,,0,15,,,1,1,1.416666667,,,,,
QLD,ABT,29/11/2013,1,2009,145052,71,89.5,64.5,4.15,M,n,16,n,,,,,,FALSE,,,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,145053,105,131.2,97,14.2,M,n,87,y,,,,,,FALSE,,,,,,0,,0,,,,6,,,,,,,
QLD,ABT,29/11/2013,1,2009,145054,124,155.3,103.5,28.85,F,n,,,20,7,E,4,631.5,FALSE,42372,85,,,,0,,0,,,,10,9,10,,,,,
QLD,ABT,29/11/2013,1,2009,145055,71.8,90.9,64.8,4.45,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,2,2,3,,,,,
QLD,ABT,29/11/2013,1,2009,145057,59.5,75.4,53.8,2.4,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145058,62.1,78.3,56.5,2.25,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,1,1,,,,,
QLD,ABT,29/11/2013,1,2009,145059,58,73.1,52.5,2,M,n,11,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145060,63.7,78.8,58,2.9,M,n,15,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,1,,,,,
QLD,ABT,29/11/2013,1,2009,145062,62.3,78,56.5,2.35,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145063,61.1,77.3,54.8,2.4,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145064,61.4,77.6,56,2.5,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,1,,,,,
QLD,ABT,29/11/2013,1,2009,145065,62.8,80,57.5,2.7,M,n,12,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145067,70.4,88.8,63.5,4.3,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,145068,63.6,81.6,58.5,2.65,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,145069,69,86.1,62.5,3.85,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,145071,58.7,75.2,53.5,2.1,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145072,56.5,71.5,51,2.05,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145073,61,77,54.8,2.45,M,n,12,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,145077,114,144.5,104.5,21.25,F,n,,,20,6,E,3,582,FALSE,42371,,,,,0,,0,,,,12,9,10,,,,,
QLD,ABT,8/10/2013,10,2008,146510,61.8,78.5,,,F,n,,,,,,,,FALSE,,,19.0516,146.53033,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,18/09/2013,9,2008,146573,62.5,80,56,3.75,M,n,20,n,,,,,,FALSE,,,17.47902,145.99655,,0,,0,,,6,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2008,146574,59,75.5,53.5,2.5,F,n,,,,,,,,FALSE,,,17.47902,145.99655,,0,,0,,,6,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2008,146575,74.4,93.5,68.5,4.6,F,n,,,,,,,,FALSE,,,17.47902,145.99655,,0,,0,,,6,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2008,146577,59,76.4,55.5,2.4,F,n,,,,,,,,FALSE,,,17.47902,145.99655,,0,,0,,,6,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2008,146579,60.5,77.5,54.5,2.7,M,n,,n,,,,,,FALSE,,,17.47902,145.99655,,0,,0,,,6,0,0,0.833333333,,,,,
QLD,ABT,11/03/2013,3,2009,150293,69.7,87.95732255,,,M,n,17,n,,,,,,FALSE,,,19.675,146.776616,,0,,0,,,,1,1,1.333333333,,,,,
QLD,ABT,11/03/2013,3,2009,150296,76.9,96.60465983,,4.8,M,n,20,n,,,,,,FALSE,,,19.675,146.776616,,0,,0,,,,2,3,3.333333333,,,,,
QLD,ABT,11/03/2013,3,2009,150297,67,84.71457107,,3.35,M,n,16,n,,,,,,FALSE,,,19.675,146.776616,,0,,0,,,,1,1,1.333333333,,,,,
QLD,ABT,11/03/2013,3,2009,150298,68.5,86.51609967,,4.05,F,n,,,,,A,,,FALSE,,,19.675,146.776616,,0,,0,,,,1,1,1.333333333,,,,,
QLD,ABT,26/09/2013,9,2007,150573,58.4,74.6,52.8,,F,n,,,,,A,,,FALSE,,,19.120528,146.602389,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,ABT,26/09/2013,9,2007,150582,58.5,75.2,53,,M,n,13,n,,,,,,FALSE,,,19.124972,146.609417,,0,,0,7,,,0,0,0.833333333,,,,,
