Source,Species,Date,Month,Year,Tag,FL,STL,PCL,Wgt,Sex,Umb.Scar,Clasp.length,Clasp.calc,MOD,Yolky.ova,Uter.stage,Emb,EmbTL,Embryo,Sex.Ratio.M.F,PCL.Vert,Lat,Long,LatDeg,LatMin,LonDeg,LonMin,Depth,Depth 1,Depth 2,Reader1,Reader2,AgeAgree,Decision,Readability,Edge Analysis,MIR,MIR Note
QLD,ABT,,9,2007,150585,55,70.5,49.8,,F,n,,,,,,,,FALSE,,,19.119944,146.601806,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,ABT,26/09/2013,9,2007,150589,58.6,74.4,52.6,,M,n,12,n,,,,,,FALSE,,,19.119944,146.601806,,0,,0,7,,,0,0,0.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,150617,57.7,71.9,51.6,,F,,,,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,0,0,0.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,150619,59.4,74.2,53,,F,,,,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,0,0,0.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,150621,56.6,71.7,51,,M,,12,n,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,0,0,0.833333333,,,,,
QLD,ABT,22/09/2013,9,2007,150623,63.3,79.8,57,,F,,,,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,0,0,0.833333333,,,,,
QLD,ABT,,9,2007,150646,,136.8901523,100,,M,n,92,y,,,,,,FALSE,,,19.36807,147.18233,,0,,0,6,,,,,,,,,,
QLD,ABT,27/01/2013,1,2009,174330,49.1,61.1,44,1.25,F,p,,,,,A,,,FALSE,,86,,,,0,,0,,,,0,0,0,,,,,
QLD,ABT,,1,2008,175666,51.9,66.3,,1.8,F,p,,,,,,,,FALSE,,,19.2399,146.8505,,0,,0,5.4,,,0,0,0,,,,,
QLD,BTP,30/11/2007,11,2007,175774,55.5,70.1,49.9,2.4,f,p,,,,,A,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175775,60.1,75.9,54.3,2.2,f,y,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175776,53.5,67.7,48,1.9,m,y,10,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175777,58.3,73.9,52,2,m,y,10,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175778,59.5,74.5,53.5,2.4,f,p,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175779,53.7,68.1,48.1,1.9,f,y,,,,,A,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175780,60,75,53.5,2.3,m,p,12,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175781,54.1,68.6,48.5,2,f,p,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175782,57.1,72,51,2,f,y,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175783,56.1,70.5,50.7,2.1,f,y,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175784,58.6,73.6,53,2.2,m,p,13,n,,,,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175785,55.5,70.2,50.3,1.9,m,y,12,n,,,,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175786,60,75.5,54.1,2.4,f,y,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175787,66.6,83.5,59.9,3.2,m,n,15,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175788,59,74.6,53.2,2.4,m,p,10,n,,,,,,FALSE,,99,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175789,54.1,68.5,48.5,2,f,y,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175790,57.9,73.4,52.4,2.2,f,y,,,,,A,,,FALSE,,100,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175791,59.6,76,53.6,2.2,f,y,,,,,A,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175792,60,75.5,53.9,2.2,f,p,,,,,A,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175793,58.4,74.2,53,2.1,f,y,,,,,A,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175794,72.3,90.4,65.1,4.2,f,n,,,,,A,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175795,67,84.1,60.5,3.6,f,n,,,,,A,,,FALSE,,96,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175796,61,76.1,54.3,2.4,m,y,10,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175797,58,73.2,52.3,2.4,m,p,16,n,,,,,,FALSE,,97,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175798,58.7,74,53,2,f,y,,,,,A,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175799,56.5,70.5,50.9,2.8,m,p,15,n,,,,,,FALSE,,98,,,,0,,0,,,,,,,,,,,
QLD,BTP,30/11/2007,11,2007,175800,60,75,53.8,2.4,m,p,20,n,,,,,,FALSE,,101,,,,0,,0,,,,,,,,,,,
QLD,ABT,19/12/2013,0,2008,183296,51,66,,,M,y,12,n,,,,,,FALSE,,,-19.28266,146.865339,,0,,0,,2,1,0,0,0,,,,,
QLD,ABT,6/10/2013,10,2008,187621,64,82,59,,M,n,20,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187623,67,85,62,,M,n,20,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,1,1,1.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187624,65,82.5,58,,M,n,18,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,1,1.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187626,67,85.5,61,,M,n,16,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,1,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187627,66,83,59.5,,M,n,19,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,1,1,1.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187628,59,75,53,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187632,64,82,59,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187633,62,78.5,56,,M,,20,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187634,66.5,85,60,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,1,1,1.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187635,65,81.5,59,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187636,61,78,55.5,,M,,18,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187637,65,82.31253294,59.5,,M,,25,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187641,66,83,60,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,1,1.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187643,66,84,60,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187645,59,75,53.5,,M,,20,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187646,61.5,77,56,,M,n,20,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187655,60,76,55.5,,M,n,18,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187657,64,79.5,58,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187658,77,97,71,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,1,1,1.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187659,59,75.5,53.5,,M,,18,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187660,57,73,52,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187661,58,74,53,,M,,16,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,6/10/2013,10,2008,187662,58,73.5,52.5,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187669,58.5,74,53,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187670,64,81,58.5,,M,,20,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187671,57,71,51.5,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187672,63,81.5,57,,F,,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,1,1.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187676,62,78,55.5,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187678,57,73.5,52.5,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187679,58,74,52.5,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187680,61,78,55,,M,n,20,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187682,59,75,53,,F,n,,,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,7/10/2013,10,2008,187685,58,74,52,,M,,20,n,,,,,,FALSE,,,19.06271,146.34806,,0,,0,,,,0,0,0.916666667,,,,,
QLD,ABT,1/12/2013,1,2008,187693,96,123,88,10.2,M,n,100,y,,,,,,FALSE,,,19.10404,146.57609,,0,,0,7,,,6,5,6,,,,,
QLD,ABT,1/12/2013,1,2008,187694,116,148,106,18.8,F,n,,,15,8,F,,,FALSE,,,19.10404,146.57609,,0,,0,7,,,7,5,6,,,,,
QLD,ABT,19/12/2013,0,2008,187760,50,63,,,F,y,,,,,A,,,FALSE,,,-19.28293,146.87237,,0,,0,,,,0,0,0,,,,,
QLD,ABT,19/12/2013,0,2008,187765,49,62,,,M,y,10,n,,,,,,FALSE,,,-19.28293,146.87237,,0,,0,,,,0,0,0,,,,,
QLD,ABT,29/11/2013,1,2009,208488,77.1,97.2,69.8,5,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,2,3,,,,,
QLD,ABT,29/11/2013,1,2009,208491,72.9,92.6,66.5,4.05,M,n,16,n,,,,,,FALSE,,,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208492,70.5,89.6,63.8,3.85,M,n,17,n,,,,,,FALSE,,,,,,0,,0,,,,2,2,3,,,,,
QLD,ABT,29/11/2013,1,2009,208493,60.2,76.8,54.5,2.25,M,n,10,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208494,65.5,82.91304247,60,3.05,M,n,16,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208496,115.2,143.4,104.5,19.4,M,n,83,y,,,,,,FALSE,,,,,,0,,0,,,,9,7,8,,,,,
QLD,ABT,29/11/2013,1,2009,208497,72.3,92,65.4,4.25,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,2,3,,,,,
QLD,ABT,29/11/2013,1,2009,208498,62.6,79.4,56.5,2.35,M,n,14,n,,,,,,FALSE,,,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208499,106.2,134.8,96.5,15.05,F,n,,,16,7,C,,,FALSE,,,,,,0,,0,,,,7,6,7,,,,,
QLD,ABT,29/11/2013,1,2009,208500,107.5,135.6,98.5,15.05,M,n,87,y,,,,,,FALSE,,,,,,0,,0,,,,9,9,10,,,,,
QLD,ABT,29/11/2013,1,2009,208501,132,166,120,34.15,F,n,,,18,9,E,4,588,FALSE,42402,85,,,,0,,0,,,,13,10,11,,,,,
QLD,ABT,29/11/2013,1,2009,208503,71.5,90.11915687,64.5,4.15,F,n,,,,,A,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208504,110,137,98,15.4,F,n,,,16,4,C,,,FALSE,,88,,,,0,,0,,,,7,6,7,,,,,
QLD,ABT,29/11/2013,1,2009,208507,60.8,77.4,55.5,2.25,F,n,,,,,A,,,FALSE,,86,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208509,63.2,80.1,57,2.8,F,n,,,,,A,,,FALSE,,87,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208510,60.5,76.1,54.5,2.1,M,n,12,n,,,,,,FALSE,,87,,,,0,,0,,,,,,,,,,,
QLD,ABT,29/11/2013,1,2009,208511,66,83.3,60.5,3.1,M,n,15,n,,,,,,FALSE,,86,,,,0,,0,,,,0,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208512,58.6,74.3,53.5,2.3,M,n,12,n,,,,,,FALSE,,,,,,0,,0,,,,0,1,1,,,,,
QLD,ABT,29/11/2013,1,2009,208513,71.7,90.8,65,4.1,F,n,,,,,A,,,FALSE,,86,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208516,62.3,78.4,56.4,2.6,M,n,12,n,,,,,,FALSE,,85,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208517,61,76,54.7,2.5,F,n,,,,,A,,,FALSE,,85,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208518,60,75.3,54,2.3,F,n,,,,,A,,,FALSE,,89,,,,0,,0,,,,0,0,1,,,,,
QLD,ABT,29/11/2013,1,2009,208519,73,91.92068547,66,4.05,F,n,,,,,A,,,FALSE,,89,,,,0,,0,,,,1,1,2,,,,,
QLD,ABT,29/11/2013,1,2009,208520,121.8,148,110,19.05,M,n,94,y,,,,,,FALSE,,86,,,,0,,0,,,,8,8,9,,,,,
QLD,ABT,,6,2007,210830,64,80,57.5,,F,,,,,,,,,FALSE,,,18.07624,146.03157,,0,,0,2,,,0,0,0.583333333,,,,,
QLD,ABT,25/06/2013,6,2007,210835,55.5,69.5,50,,M,,,,,,,,,FALSE,,,18.09104,146.02549,,0,,0,2,,,0,0,0.583333333,,,,,
QLD,ABT,,6,2007,210847,63,80,57,,M,,,,,,,,,FALSE,,,18.07624,146.03157,,0,,0,2,,,0,0,1.583333333,,,,,
QLD,ABT,14/09/2013,9,2007,210956,67,84.5,,,M,n,,,,,,,,FALSE,,,,,,0,,0,,,,1,1,1.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210957,70,88.2,,,F,n,,,,,A,,,FALSE,,,,,,0,,0,,,,1,1,1.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210958,69.5,89,,,M,n,,,,,,,,FALSE,,,,,,0,,0,,,,1,1,1.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210959,82.5,120,,,M,n,,,,,,,,FALSE,,,14.15745,144.43536,,0,,0,14.5,14,15,2,3,3.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210960,90,140,,,M,n,,,,,,,,FALSE,,,14.15745,144.43536,,0,,0,14.5,14,15,4,5,5.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210961,83,125,,,M,n,,,,,,,,FALSE,,,14.15745,144.43536,,0,,0,14.5,14,15,2,2,,,,,,
QLD,ABT,14/09/2013,9,2007,210962,71,89.5,,,F,n,,,,,A,,,FALSE,,,14.15745,144.43536,,0,,0,14.5,14,15,1,1,1.833333333,,,,,
QLD,ABT,14/09/2013,9,2007,210963,71,90.5,,,M,n,,,,,,,,FALSE,,,14.15745,144.43536,,0,,0,14.5,14,15,2,1,1.833333333,,,,,
QLD,ABT,15/09/2013,9,2007,210978,79,99.12679987,,,F,n,,,,,A,,,FALSE,,,14.15098,144.44817,,0,,0,14.5,14,15,2,2,2.833333333,,,,,
QLD,ABT,15/09/2013,9,2007,210979,108,133.9563528,,,M,n,,,,,,,,FALSE,,,14.15098,144.44817,,0,,0,14.5,14,15,8,8,8.833333333,,,,,
QLD,ABT,15/09/2013,9,2007,210980,77.5,98,,,M,n,,n,,,,,,FALSE,,,14.15098,144.44817,,0,,0,14.5,14,15,3,2,2.833333333,,,,,
QLD,ABT,15/09/2013,9,2007,210981,75.8,95.5,,,M,n,,,,,,,,FALSE,,,14.15098,144.44817,,0,,0,14.5,14,15,1,1,1.833333333,,,,,
QLD,ABT,15/09/2013,9,2007,210982,70,88.4,,,M,n,,,,,,,,FALSE,,,14.15098,144.44817,,0,,0,14.5,14,15,1,1,1.833333333,,,,,
QLD,ABT,16/09/2013,9,2007,210994,126,156,,,F,n,,,,0,E,4,397,FALSE,,,14.14562,144.4437,,0,,0,14,13,15,12,13,13.83333333,,,,,
QLD,ABT,17/09/2013,9,2007,211001,60,75,,,M,n,,,,,,,,FALSE,,,14.18106,144.37966,,0,,0,10,,,0,0,0.833333333,,,,,
QLD,ABT,17/09/2013,9,2007,211002,55.9,74.5,,,F,,,,,,,,,FALSE,,,14.18106,144.37966,,0,,0,10,,,0,0,0.833333333,,,,,
QLD,ABT,17/09/2013,9,2007,211003,53.5,67.8,,,F,,,,,,,,,FALSE,,,14.18106,144.37966,,0,,0,10,,,0,0,0.833333333,,,,,
QLD,ABT,17/09/2013,9,2007,211005,81,103,,,M,,,,,,,,,FALSE,,,14.18106,144.37966,,0,,0,10,,,2,3,3.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211040,66,83.5,,,F,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,2,2,2.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211042,68,75,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211045,76.5,97.5,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211046,76,94.5,,,F,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,5,4,3.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211047,,139,,,F,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,6,6,6.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211048,57,72,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,2,1,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211050,70,90,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211052,65,82,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211053,88,112,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,3,3,3.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211054,68,87,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,0,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211055,112,142,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,7,6,6.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211056,110,135,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,7,6,6.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211057,129,149,,,M,,,,,,,,,FALSE,,,14.15846,144.21663,,0,,0,22.5,20,25,8,7,7.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211066,109,134,,,M,n,100,y,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,10,6,6.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211067,99,125,,,M,n,90,y,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,6,5,5.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211068,100,130,,,M,n,95,y,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,6,5,5.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211069,88,105,,,M,n,80,p,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,3,3,3.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211071,55,70,,,M,n,10,n,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211072,58,74,,,F,,,,,0,A,0,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,0,0,0.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211073,115,143,,,F,,,,,0,C,0,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,8,7,7.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211074,75,95.5,,,M,n,10,n,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211075,69,88.5,,,F,,,,,0,A,0,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211076,77.5,99,,,M,n,30,n,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,1,2,2.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211077,73,92.5,,,M,n,10,n,,,,,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211078,122,150,,,F,,,,,0,E,4,425,FALSE,42402,,14.17228,144.17574,,0,,0,22.5,20,25,12,8,8.833333333,,,,,
QLD,ABT,18/09/2013,9,2007,211079,134,162,,,F,,,,,0,C,0,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,10,12,12.83333333,,,,,
QLD,ABT,18/09/2013,9,2007,211080,133,166,,,F,n,,,,0,C,0,,FALSE,,,14.17228,144.17574,,0,,0,22.5,20,25,11,11,11.83333333,,,,,
QLD,ABT,20/09/2013,9,2007,211090,66,84,,,M,n,,n,,,,,,FALSE,,,14.16712,144.18416,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,211091,69,87,,,M,n,,n,,,,,,FALSE,,,14.16712,144.18416,,0,,0,22.5,20,25,2,2,2.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,211092,55,69.5,,,F,n,,,,0,A,0,,FALSE,,,14.16712,144.18416,,0,,0,22.5,20,25,0,0,0.833333333,,,,,
QLD,ABT,20/09/2013,9,2007,211093,72,92,,,F,n,,,,0,A,0,,FALSE,,,14.16712,144.18416,,0,,0,22.5,20,25,1,1,1.833333333,,,,,
QLD,ABT,,4,2008,215953,68,87.3,,,F,n,,,,,,,,FALSE,,,,,,0,,0,,,,1,1,1.416666667,,,,,
QLD,ABT,,4,2008,215955,64,81.11151387,,,M,n,,n,,,,,,FALSE,,,19.23577,147.13339,,0,,0,,10,14,0,0,1.416666667,,,,,
QLD,ABT,,4,2008,215960,121,154,,,F,,,,,,,,,FALSE,,,19.23577,147.13339,,0,,0,,10,14,7,7,7.416666667,,,,,
QLD,ABT,,4,2008,215969,119,153,,,F,n,,,,0,C,0,,FALSE,,,19.23577,147.13339,,0,,0,,10,14,8,8,8.416666667,,,,,
QLD,ABT,,4,2008,215972,132,160,111,,F,n,,,,4,E,1,90,FALSE,1/0,,19.2401,147.13506,,0,,0,,10,14,11,9,9.416666667,,,,,
QLD,ABT,,4,2008,215976,57.9,74,52,,F,n,,,,,A,,,FALSE,,,19.2401,147.13506,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,215978,92,114.7400477,83.5,,M,n,75,n,,,,,,FALSE,,,19.26317,147.23715,,0,,0,,10,14,5,4,4.416666667,,,,,
QLD,ABT,,4,2008,216001,80.3,100.6881247,72,,M,n,,,,,,,,FALSE,,,19.27004,147.23909,,0,,0,,10,14,4,4,4.416666667,,,,,
QLD,ABT,,4,2008,216005,82.5,103.3303666,74.8,,M,n,33,n,,,,,,FALSE,,,19.27004,147.23909,,0,,0,,10,14,4,3,3.416666667,,,,,
QLD,ABT,,4,2008,216006,67.7,86,,,F,n,,,,,B,,,FALSE,,,19.27004,147.23909,,0,,0,,10,14,1,1,1.416666667,,,,,
QLD,ABT,,4,2008,216007,53.8,68.5,,,F,n,,,,,,,,FALSE,,,19.33442,147.23503,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216008,52,65.8,,,F,n,,,,,,,,FALSE,,,19.33442,147.23503,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216009,57.3,72.6,,,F,n,,,,,,,,FALSE,,,19.33442,147.23503,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216012,58.6,73.5,,,F,n,,,,,,,,FALSE,,,19.33442,147.23503,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216013,54.6,69.5,,,M,n,5,n,,,,,,FALSE,,,19.33442,147.23503,,0,,0,,10,14,0,0,0.416666667,,,,,
QLD,ABT,,4,2008,216045,77,97,,,M,n,20,n,,,,,,FALSE,,,19.25102,147.1673,,0,,0,,10,14,4,4,4.416666667,,,,,
QLD,ABT,,4,2008,216046,75,97,,,M,n,17,n,,,,,,FALSE,,,19.25102,147.1673,,0,,0,,10,14,3,2,2.416666667,,,,,
